Entity,Code,Year,Oil (terrawatt-hours),Coal (terrawatt-hours),Gas (terrawatt-hours),Hydropower (terrawatt-hours),Nuclear (terrawatt-hours),Solar (terrawatt-hours),Wind (terrawatt-hours),Other renewables (terawatt-hours)
Estonia,EST,2014,17.418281666127285,49.14935692,4.94694444444445,0.07026315789473653,0,0.008157894736842074,1.5894736842105253,1.9473684210526288
Estonia,EST,2015,17.26822424089859,44.45309314,4.397777777777783,0.07105263157894709,0,0.015526315789473612,1.8818421052631549,1.9973684210526297
Estonia,EST,2016,16.899137052723546,44.910849940000006,4.833611111111114,0.09210526315789438,0,0.02657894736842096,1.56315789473684,2.3289473684210478
Estonia,EST,2017,17.581908630079887,49.52034229000001,4.59194444444445,0.06842105263157869,0,0.033367144050379445,1.9026315789473556,3.3870868143510116
Estonia,EST,2018,17.474835326087902,52.77547296633042,4.703943089430898,0.041097793989925115,0,0.033367144050379445,1.6681277817864804,3.6048690627482665
Europe,,1965,4980.569122350916,6094.770669803278,379.145305972057,796.0949642198293,52.42804,0,0,7.918421052631548
Europe,,1966,5467.011833898122,5847.71836483388,429.26025346260457,855.8456236758097,68.80723947368425,0,0,10.792105263157854
Europe,,1967,5934.497411938561,5658.220523870747,514.3610627792185,855.4301471349809,81.72714842105262,0,0,11.81315789473676
Europe,,1968,6525.928094181238,5745.591537715347,666.4043030108876,886.505087202338,90.90941631578953,0,0,13.149999999999935
Europe,,1969,7267.227103715108,5820.6815150147595,859.5315465841912,873.1037933143527,112.90378473684208,0,0,14.270799999999989
Europe,,1970,8055.973115181132,5725.027189193289,1085.3882576430833,913.0470147480054,119.39537736842043,0,0,18.73251831921042
Europe,,1971,8453.693153559276,5480.057666210119,1336.557853771184,923.9669907337044,137.7564199999999,0,0,19.0312726999999
Europe,,1972,9047.596611420298,5293.9539853095575,1627.107403538182,958.3393205152566,177.4745957894733,0,0,18.743705368420954
Europe,,1973,9694.992730807382,5378.126623323616,1849.1982237552456,973.6323326678886,195.51170105263176,0,0,20.166819049999912
Europe,,1974,9126.409770891394,5329.304616079302,2094.446441819908,1051.433253565868,226.54070999999962,0,0,21.16331631578938
Europe,,1975,8810.393466431991,5204.3921881674805,2248.5957885612584,1071.6089599449747,304.1607542105265,0,0,22.423531792105205
Europe,,1976,9410.929207169745,5449.987861759498,2444.750285885689,992.1228633416256,357.59998894736884,0,0,22.33051903157882
Europe,,1977,9328.600508385784,5436.5529991464855,2560.3448251405616,1201.8297591784687,424.73854753462604,0,0,23.369187686842057
Europe,,1978,9800.723872124387,5536.9448960167865,2663.3577847509696,1200.4751626920754,475.3562153462602,0,0.007894736842105232,24.663523889473534
Europe,,1979,10024.282760953767,5778.368111318593,2811.931892219868,1263.5288452965935,531.036534321329,0,0.015789473684210464,25.69199471578942
Europe,,1980,9348.721012403277,5886.537904517484,2808.842699914929,1225.130788097822,626.9159668698055,0,0.02763157894736837,28.265655999999886
Europe,,1981,8711.056816063783,5786.848647267169,2781.2327506599763,1240.3470467593233,845.2171976177276,0,0.02763157894736837,28.298745134210407
Europe,,1982,8287.650130792852,5819.369511575444,2728.2873737005357,1229.5065725181282,930.9876651800548,0,0.048684210526315545,25.884528957894616
Europe,,1983,8057.640267596433,5900.382009453322,2837.0487073670374,1265.8904444810726,1097.0460318559547,0,0.07921052631578918,26.6754004078946
Europe,,1984,8105.1079545887405,5890.333077957913,2971.759657267263,1281.0150624301912,1383.6266322991696,0.0026581605528973634,0.10052631578947333,27.65941528421041
Europe,,1985,9066.216665141403,7146.874765407158,4026.7718016042345,1321.5130491352948,1830.4331821606597,0.0026581605528973634,0.15105263157894694,28.845822994736775
Europe,,1986,9345.302949517218,7086.673760211093,4129.70581488414,1279.243255532055,1944.4227691689673,0.0026581605528973634,0.3515789473684196,34.260025147368346
Europe,,1987,9388.736354375207,7145.22869989092,4312.42441384047,1393.4719410622467,2023.5924941551182,0,0.5021052631578926,33.8823718263156
Europe,,1988,9435.363980501379,7001.754577160705,4350.337989033907,1490.31965463604,2227.0778845983323,0.0026581605528973634,0.8676315789473646,35.99499948421035
Europe,,1989,9402.841500145942,6921.504420980917,4472.6914245194075,1296.7515712348188,2333.9361632686987,0.023923444976076274,1.3563157894736846,35.6244102447367
Europe,,1990,9560.959746060551,6566.1830605078585,4827.620676369161,1322.2556588809114,2353.7494931855845,0.03289473684210508,2.0512116181286415,49.87592797783909
Europe,,1991,9428.005350633564,6142.295845603476,4887.688245928738,1350.2415118405052,2415.2943870637055,0.04078947368421031,2.579021020627319,51.44587631578926
Europe,,1992,9265.373133945954,5812.77972424066,4619.808145274944,1393.833288776176,2432.201541966755,0.07128421052631546,4.039600209888334,54.49895526315738
Europe,,1993,8991.482609050288,5424.477901009891,4643.135043415965,1448.5967491531085,2528.1832808864187,0.08521842105263128,6.012700242424221,60.20814473684191
Europe,,1994,8942.673662654215,5144.053848121056,4509.38800703732,1466.3069171818104,2505.6544883933393,0.09918026315789435,7.840093954811235,63.20499923519368
Europe,,1995,9091.59775533031,5046.744867742983,4763.897666477704,1486.5523930579466,2570.948182437667,0.12326315789473674,10.16586631897923,69.73324067232936
Europe,,1996,9257.276942362949,4942.556612148882,5278.226358371216,1442.3323528883502,2716.309826011071,0.1416089766081867,12.706803276980267,70.21105220515045
Europe,,1997,9292.738238039989,4871.800812879112,5156.904984657796,1493.892031496011,2743.466589390572,0.16822695906432647,19.19866567251449,83.32505103727
Europe,,1998,9512.308391122368,4715.462020077233,5231.497508727312,1562.905688610326,2720.7795191600458,0.2291802631578933,29.41178719776705,95.0395837974087
Europe,,1999,9412.412404968709,4477.194511510658,5436.989419135912,1574.1601393148856,2738.0423892302792,0.23999488304093466,37.48505728096748,100.26210571970859
Europe,,2000,9306.206361189112,4606.2787990802835,5583.058633549308,1625.3089366149884,2760.0649465801184,0.3538769736842092,59.09135316533738,111.39802183015145
Europe,,2001,9458.739580051842,4583.703634833209,5692.724532765876,1610.5404857828437,2847.3838611541296,0.4478065789473664,70.8797017246143,118.30175958706639
Europe,,2002,9422.41015201874,4570.04702622809,5710.911552142082,1483.9788996092943,2882.7767681516793,0.7283763304093533,95.85776135459828,133.30614783854114
Europe,,2003,9480.55848156687,4754.848793005029,5968.792777467886,1393.4751020574256,2907.4037386523783,1.2334888011695868,117.18724285699021,152.5815020921954
Europe,,2004,9579.517890513049,4685.334181862263,6113.594620035684,1500.262349310717,2954.3682893631635,1.976647033918116,156.04417594630473,181.10563554095637
Europe,,2005,9653.783436928588,4549.618646789795,6273.299417813943,1504.3996980580816,2921.5648778419963,3.9116085423976488,187.09670885576557,207.10573357510214
Europe,,2006,9714.209716788666,4757.698244153999,6225.73076667408,1478.5651930145145,2915.9756402656403,6.64241003654968,218.8529996799069,235.00695215414913
Europe,,2007,9551.226660032627,4789.247924542629,6171.394207253258,1484.0396205444792,2778.4543570971855,10.04140215643271,278.1926151763701,261.8040457851994
Europe,,2008,9502.896795130504,4549.858062238053,6256.412871760749,1560.5116895131914,2776.573621795058,19.73973455847951,319.3523723619344,289.72037133350096
Europe,,2009,9069.3648273004,4075.4750821613816,5771.288435985907,1551.82194462198,2643.928226077964,37.34954489913879,356.2716542452272,317.8594088606268
Europe,,2010,8972.610383246309,4259.818520583063,6225.806011413184,1709.7964589417788,2715.9159785037664,61.21945267570461,403.7986759583546,360.3434269845721
Europe,,2011,8728.939992668958,4440.476098298289,5801.307628593502,1498.9737662656742,2695.1734439357137,122.93021661109105,491.20237692343244,384.7452673753942
Europe,,2012,8454.561812358848,4537.956504111701,5653.827168545422,1646.7335641137424,2627.280286531142,189.13056358919772,565.3611054316606,426.3938901713307
Europe,,2013,8289.958350891522,4391.609462028022,5543.721584683792,1740.9541060384531,2596.014308382585,228.77654421671787,652.8797677718945,452.0423033296483
Europe,,2014,8138.0721105392795,4123.153819037355,4999.708581064478,1694.7517162241493,2612.3732228320896,260.085542121713,696.8771867365937,482.9243131808733
Europe,,2015,8323.312154716778,3944.3708812797804,5087.888775493951,1673.2614764774091,2548.072361524562,289.158356942448,838.965931485683,517.4119180812185
Europe,,2016,8528.627321254216,3800.9380799027454,5375.791109143209,1714.1001135290633,2479.39477365686,299.8696817367149,850.0768357789308,530.4798362966707
Europe,,2017,8677.875012715147,3669.7089992201627,5604.484705367539,1539.1828785689409,2463.4814351792475,327.74310173060655,1011.3062672809612,547.988500504903
Europe,,2018,8629.146913604905,3571.613000869547,5489.556751732183,1689.648991092017,2467.083236834019,365.92648083365305,1064.1302108071118,572.7170971717337
Europe (other),,1965,48.67923027049978,105.31181969253252,3.459375000000003,24.778214868421056,0,0,0,0
Europe (other),,1966,57.249216322201164,102.91346302582761,4.230374999999994,27.268918726315846,0,0,0,0
Europe (other),,1967,69.94512018657116,89.95412302580674,4.895600000000002,29.439245742105307,0,0,0,0
Europe (other),,1968,81.25326804197348,93.86978635916442,6.118975000000007,32.489293284210525,0,0,0,0
Europe (other),,1969,87.23652322689453,92.5027263591957,7.587887500000004,40.38641924736841,0,0,0,0
Europe (other),,1970,103.91122330169308,97.08940969253251,9.970975000000005,40.514705210526294,0,0,0,0
Europe (other),,1971,131.5770037016665,107.32088463325614,11.850550000000002,43.469469468421046,0,0,0,0
Europe (other),,1972,136.72338309500046,104.94436957404234,14.532862499999995,50.155256357894714,0,0,0,0
Europe (other),,1973,149.050570543889,110.26987118139786,15.812324999999964,46.607746931578916,0,0,0,0
Europe (other),,1974,167.1700243816663,113.39447278880553,17.290962500000035,58.2929059263158,0,0,0,0
Europe (other),,1975,164.24592933055516,121.22205772955,18.334649999999947,55.51781544736843,0,0,0,0
Europe (other),,1976,174.84211316833324,128.77511267025278,19.658074999999975,59.5620644421053,0,0,0,0
Europe (other),,1977,190.39806317833387,128.62992427765002,20.784199999999974,70.33108501578951,0,0,0,0
Europe (other),,1978,208.39676366361132,141.68843255168957,23.354375000000008,73.08440401052627,0,0,0,0
Europe (other),,1979,223.42971110916704,155.94659082573958,27.378925000000034,77.47381774210527,0,0,0,0
Europe (other),,1980,205.0948787502783,149.7171524331264,32.52979999999997,82.36332147368427,0,0,0,0
Europe (other),,1981,189.02564323388833,171.3023129872114,32.32767499999997,75.22264766842109,0.76758,0,0,0
Europe (other),,1982,193.52395344666692,176.8774268746332,40.268300000000025,70.64057386315791,6.67562,0,0,0
Europe (other),,1983,206.1982164808339,200.28849742871822,43.34830000000005,66.39577005789474,10.30418,0,0,0
Europe (other),,1984,194.0411760291663,218.26835798280322,48.32442499999994,77.31648625263158,11.63,0,0,0
Europe (other),,1985,270.47839641896974,236.776031870225,96.70491811701083,86.8755224473682,10.665789473684168,0,0,0
Europe (other),,1986,282.9659303401244,241.25346242431002,101.9733232300885,98.80434969473654,10.576315789473645,0,0,0
Europe (other),,1987,283.8761891961651,234.414902978395,112.66014906588008,101.77707483684175,11.828947368421,0,0,0
Europe (other),,1988,304.44565179617456,236.29884353248,114.2448110496559,101.80967050526291,10.881578947368377,0,0,0
Europe (other),,1989,291.8202899676905,227.541334086565,120.11141162733588,93.79578827894709,12.336842105263129,0,0,0
Europe (other),,1990,198.70152901887923,183.49840464065002,83.77307527312686,61.27683112971795,0,0,0,0
Europe (other),,1991,153.6328726287116,156.20394333575,78.75581753618492,75.0161396980327,0,0,0,0
Europe (other),,1992,118.1809687963428,147.4000834029,74.89286229030488,65.00451147687372,0,0,0,0
Europe (other),,1993,104.32756899181118,134.12092079310003,51.668783268416945,59.509951013822196,0,0,0.0011244019138755843,0
Europe (other),,1994,97.09473221775067,94.97543210364998,38.72836073504425,67.07573682562435,0,0,0.0016081871345029063,0
Europe (other),,1995,93.77526820331076,107.60398427470001,36.78771311230084,67.37279999574673,0,0,0.001515151515151502,0
Europe (other),,1996,109.40446399253011,112.97143380621672,26.997621683903628,84.01976344125436,0,0,0.0015417331206804663,0.03759342105263137
Europe (other),,1997,120.21360413178904,128.68124333900002,34.55863414737457,76.20119478681528,0,0,0.00146198830409355,0.033834210526315696
Europe (other),,1998,114.48628924200989,142.60600068145,31.26393973347105,76.89935680382742,0,0,0.0014513556618819573,0.03759342105263137
Europe (other),,1999,103.03056417615046,117.32613505064391,28.4138077712783,82.67196814832502,0,0,0.0014938862307283165,0.031057894736842014
Europe (other),,2000,113.01855661097426,139.95031651863403,29.979694231278305,73.70722052365731,0,0,0.0013902179691653196,0.029765789473684107
Europe (other),,2001,131.90090227053275,139.11060584518432,30.564123859262484,71.54165537426873,0,0.00026315789473684107,0.0013397129186602744,0.029264473684210434
Europe (other),,2002,141.41229509108726,147.3649027719005,31.486744521278304,71.46229823019641,0,0.0007894736842105232,0.0014699627857522473,0.0274947368421051
Europe (other),,2003,155.43075410951982,156.08253914851747,32.0102445792626,71.05431469803273,0,0.0010526315789473643,0.007955874534821812,0.028998684210526246
Europe (other),,2004,167.11262912111937,161.41503001213363,39.6607969812783,82.29920658957974,0,0.0013157894736842055,0.019960127591706272,0.11919736842105214
Europe (other),,2005,174.00564251641964,147.9541045548824,38.62148328187802,84.15320104625171,0,0.0015789473684210463,0.030122275385432946,0.14234736842105156
Europe (other),,2006,178.18796484458028,155.3340050700338,44.497234242871166,78.59852458749349,0,0.0015789473684210463,0.0424720893141941,0.1468644736842094
Europe (other),,2007,187.0932762743575,147.07184388430576,42.696817217305735,67.13427387028148,0,0.002631578947368411,0.04454811270600694,0.15306578947368366
Europe (other),,2008,187.43494498055537,158.74201453385626,36.40663316617496,72.32992759170628,0,0.0031578947368420926,0.03713184476342333,0.22132763157894672
Europe (other),,2009,187.53462383249993,161.12904769728925,29.562094041986228,83.87946419457704,0,0.008184476342371027,0.04254385964912235,0.20569602527111674
Europe (other),,2010,190.0864607926707,162.03569403606716,35.5429827702393,106.51189869983953,0,0.015471710526315716,0.041398192450823545,0.20303682881445984
Europe (other),,2011,190.47378983954147,182.12487891256782,42.22787729323637,70.71652990430594,0,0.0400026315789472,0.04127060074428448,0.21294999999999892
Europe (other),,2012,179.7055716244309,163.9229991532599,39.46401085535827,72.48785283280138,0,0.08559801730353242,0.03133173843700129,0.23928496842105135
Europe (other),,2013,176.2730087749758,169.67091350925202,41.79399852458211,94.63068568660255,0,0.1389815789473678,0.06283094098883502,0.2822366763157887
Europe (other),,2014,176.41969193782137,140.00066841388943,41.15717276619981,85.58425400159462,0,0.27370065789473547,0.09743806485911637,0.2767965315789464
Europe (other),,2015,182.50326170284524,159.89815497466714,45.19545593644537,84.85541311190828,0,0.6252434210526286,0.15414375332269858,0.36973234210526157
Europe (other),,2016,195.81768544948903,166.42316617322334,46.197579984137604,93.77675893302859,0,0.8307999495315755,0.23583460852213411,0.4059264505767829
Europe (other),,2017,201.3538122889191,164.89834490616383,53.11118051413243,75.5977794441827,0,1.012449446640787,0.7729857418010958,0.5189179734253652
Europe (other),,2018,196.61815792713577,164.98688234388686,53.07133104343057,102.45272607043745,0,1.1626593805155943,1.3977226707851422,0.6139911044601828
Finland,FIN,1965,67.48548250000003,20.259820530000002,0,24.61456671982962,0,0,0,0
Finland,FIN,1966,81.8646666666667,18.804535370000004,0,27.31791600212617,0,0,0,0
Finland,FIN,1967,85.77259500000004,18.091895490000002,0,30.603402445507356,0,0,0,0
Finland,FIN,1968,97.22670527777785,21.78861892,0,27.602339181286162,0,0,0,0
Finland,FIN,1969,112.92220888888887,26.13805284,0,23.01435406698537,0,0,0,0
Finland,FIN,1970,126.97794055555515,26.56750000000001,0,25.06379585326926,0,0,0,0
Finland,FIN,1971,131.41890055555555,23.579444444444423,0,28.107389686336727,0,0,0,0
Finland,FIN,1972,139.8599269444446,26.157777777777735,0,27.315257841573263,0,0,0,0
Finland,FIN,1973,156.46224944444475,29.031944444444406,0,27.84157363104697,0,0,0,0
Finland,FIN,1974,136.3468738888889,29.58527777777777,4.44444444444445,33.429027113237275,0,0,0,0
Finland,FIN,1975,140.98915111111083,26.804999999999996,7.355000000000003,32.12918660287045,0,0,0,0
Finland,FIN,1976,151.26391138888945,36.120000000000054,8.618333333333336,24.95215311004752,0,0,0,0
Finland,FIN,1977,148.2377452777777,36.4208333333333,8.765000000000004,32.057416267942195,6.952908587257662,0,0,0
Finland,FIN,1978,149.111654166667,49.094166666666666,9.543333333333333,25.786815523657378,8.52908587257624,0,0,0
Finland,FIN,1979,157.88282694444493,47.31305555555556,9.50944444444445,28.607123870281363,17.617728531856034,0,0,0
Finland,FIN,1980,152.02914416666664,53.68805555555552,8.945555555555558,26.887293992556884,18.351800554016766,0,0,0
Finland,FIN,1981,145.41859472222268,32.99416666666662,7.118055555555564,35.9330143540665,38.32409972299197,0,0,0
Finland,FIN,1982,134.6000769444447,36.59638888888888,6.723333333333331,34.44444444444399,43.83933518005567,0,0,0
Finland,FIN,1983,125.00576305555614,39.7508333333334,6.520277777777776,35.73896863370511,46.30747922437703,0,0,0
Finland,FIN,1984,126.7537883333338,45.78277777777775,7.467777777777777,34.86177565124897,49.304709141274536,0,0,0
Finland,FIN,1985,128.06352277777813,58.025833333333324,9.475555555555555,32.45879851142974,49.80609418282587,0,0,0
Finland,FIN,1986,134.10484972222204,53.05527777777778,11.472222222222232,32.60499734183904,49.85595567867072,0,0,0
Finland,FIN,1987,133.54774888888863,59.42694444444445,15.17222222222219,36.30515683147219,51.34072022160702,0,0,0
Finland,FIN,1988,131.87692999999948,59.49999999999997,16.31999999999995,35.164805954279196,51.09972299169009,0,0,0
Finland,FIN,1989,131.68347083333387,58.20638888888892,21.400000000000016,34.29027113237597,49.88919667590062,0,0,0
Finland,FIN,1990,135.84668473631208,61.28750000000004,25.20999999999998,28.580542264752413,50.21606648199483,0.0013157894736842055,0,13.568421052631516
Finland,FIN,1991,134.19593934880638,61.211666666666716,26.570000000000068,34.731525784157,50.988919667590444,0.0013157894736842055,0.0015789473684210463,13.15526315789472
Finland,FIN,1992,132.2271657022384,55.71361111111108,27.589999999999993,39.758107389685925,50.33240997229958,0.0015789473684210463,0.006315789473684185,13.026315789473687
Finland,FIN,1993,127.15900482905312,63.68888888888893,28.510000000000034,35.45720361509791,52.07756232687018,0.0018421052631578875,0.011578947368421008,15.678947368421008
Finland,FIN,1994,131.8735677922796,77.55638888888895,31.470000000000034,30.99946836788909,50.770083102493444,0.0021052631578947286,0.01894736842105258,17.013157894736732
Finland,FIN,1995,120.50711679664316,68.60500000000002,32.68000000000007,33.992291334396185,50.21606648199483,0.0021052631578947286,0.028421052631578816,17.389473684210493
Finland,FIN,1996,125.1574399826954,81.74694444444451,34.1894444444445,31.110313662944826,51.74238227146856,0.002631578947368411,0.028947368421052517,15.497368421052581
Finland,FIN,1997,123.55430524420724,77.42805555555563,33.63833333333333,31.352737905369054,55.54293628808901,0.0031578947368420926,0.04368421052631557,20.765789473684073
Finland,FIN,1998,129.51126982150325,63.53888888888887,38.536388888888844,39.27857522594317,58.1052631578952,0.003421052631578934,0.06052631578947345,24.560526315789353
Finland,FIN,1999,130.51209111641208,61.56555555555557,38.580000000000055,33.35114300903732,61.10803324099768,0.003684210526315775,0.128947368421052,22.007894736842033
Finland,FIN,2000,130.75919197169628,58.3272222222223,39.40999999999999,38.417862838914985,59.7645429362885,0.004210526315789457,0.20157894736842058,22.601385041551367
Finland,FIN,2001,128.34319927632868,70.48916666666668,42.759999999999984,34.60419989367319,60.5371191135738,0.004473684210526299,0.18315789473684088,21.60997229916908
Finland,FIN,2002,132.9641345691028,76.59111111111112,42.45999999999998,28.237905369483958,59.265373961219204,0.004999999999999981,0.16578947368421024,23.50637119113586
Finland,FIN,2003,137.7428596107796,95.59250000000006,46.99999999999999,25.13290802764461,60.47063711911401,0.005526315789473663,0.24184210526315705,24.452631578947578
Finland,FIN,2004,128.5026259840495,85.87944444444445,45.28000000000005,39.51329080276405,60.42631578947415,0.006315789473684185,0.31657894736842024,27.291966759003014
Finland,FIN,2005,132.92493445779567,55.16888888888887,41.43000000000004,35.69377990430581,61.92880886426641,0.006842105263157868,0.44289473684210373,24.945983379501584
Finland,FIN,2006,128.34760199079793,86.15388888888891,44.28000000000004,30.071770334927837,60.95180055401703,0.008947368421052598,0.4018421052631563,28.306925207756446
Finland,FIN,2007,129.77822474977512,81.3530555555556,40.96000000000007,37.1892610313659,62.33019390581763,0.009999999999999962,0.49578947368420884,26.126315789473914
Finland,FIN,2008,127.69773183498468,62.0436111111111,41.8805555555556,44.94816586921798,61.07950138504194,0.010263157894736802,0.6855263157894705,27.345429362881113
Finland,FIN,2009,120.5561766797317,62.48972222222226,37.38000000000003,33.42105263157855,62.60609418282598,0.011315789473684166,0.7278947368421027,23.009418282548594
Finland,FIN,2010,126.27071095925885,78.92499999999998,41.300000000000004,33.872939925571096,60.63434903047136,0.012368421052631497,0.774473684210523,28.895290858725982
Finland,FIN,2011,120.25463264436081,64.11750000000002,36.120000000000054,32.63769271663969,61.67728531856003,0.013947368421052613,1.26684210526315,29.42853185595589
Finland,FIN,2012,115.12831263068506,52.50166666666668,31.945000000000014,44.30329611908507,61.11578947368471,0.014999999999999906,1.300789473684211,29.213850415512663
Finland,FIN,2013,120.86430252190647,58.041388888888946,29.70666666666664,33.68527379053654,62.8074792243772,0.017105263157894613,2.0360526315789396,31.427977839335412
Finland,FIN,2014,116.83616321938769,52.02472222222224,26.5563888888889,35.19457735247169,62.73130193905866,0.021052631578947288,2.913684210526307,30.808587257617905
Finland,FIN,2015,116.35635717367494,44.405000000000065,22.878611111111173,44.08346624136049,61.84487534626085,0.026842105263157817,6.1247368421052375,29.784210526316034
Finland,FIN,2016,122.08622687176668,50.78638888888889,20.052499999999995,41.55821371610801,61.71772853185644,0.05052631578947352,8.07368421052629,30.05872576177305
Finland,FIN,2017,119.32470174512329,46.53083333333336,18.32944444444451,38.83625730994111,59.761772853186066,0.11473684210526267,12.618947368421003,31.15290858725789
Finland,FIN,2018,124.99815565106978,49.671388888888956,20.437777777777733,34.94152046783583,60.63434903047136,0.4268421052631555,15.413157894736822,33.84653739612213
France,FRA,1965,637.3014361111112,481.1354404147826,50.046995210000006,123.37129526315772,2.77957,0,0,0
France,FRA,1966,683.1230219444438,445.81408674860654,52.796501660000004,137.39070842105215,4.22169,0,0,1.0263157894736803
France,FRA,1967,784.789971944445,440.0425862687168,60.33925446,119.41488789473661,7.687430000000001,0,0,1.5921052631578834
France,FRA,1968,850.4316438888886,423.16084973118774,72.15649746,132.69108473684219,9.31563,0,0,2.4368421052631466
France,FRA,1969,982.6675144444444,423.60305967714953,83.85049735,139.32128842105215,13.048860000000003,0,0,2.807894736842099
France,FRA,1970,1116.3308747222227,403.17111017197044,95.52925031,149.16179631578999,15.028947368420937,0,0,3.605909999999984
France,FRA,1971,1216.7485894444476,369.43515421022465,113.22550483,128.5703294736844,24.549999999999894,0,0,3.6626905263157696
France,FRA,1972,1350.9571566666702,328.61258745519746,133.88774662,128.5038605263155,38.397368421052505,0,0,3.9873560526315623
France,FRA,1973,1506.025592500005,325.04177861758706,157.03650567,125.51647842105216,38.81842105263142,0,0,4.079174736842086
France,FRA,1974,1430.9877061111167,329.00662221281266,163.95925154000003,147.97443263157885,38.7105263157893,0,0,4.150155789473664
France,FRA,1975,1307.8750966666637,288.4420903449865,182.8700037,158.17878157894776,48.021052631578804,0,0,3.7260128947368334
France,FRA,1976,1414.7838580555515,339.130904441995,196.45325057000002,127.80165315789472,41.521052631578804,0,0,3.507631578947354
France,FRA,1977,1358.818385555561,326.62525080789186,205.08524591,200.84993842105243,47.21315789473666,0,0,3.617319473684193
France,FRA,1978,1416.0525633333332,340.7844705407211,218.77950113000003,179.8942963157897,80.1368421052629,0,0,3.7326002631578845
France,FRA,1979,1408.6420350000003,370.0985241355998,242.37600355000004,174.787209473684,105.15789473684164,0,0,3.9052899999999804
France,FRA,1980,1309.0136288888843,362.36108381967114,251.71975489000005,182.9651305263158,161.18684210526283,0,0,3.871114473684192
France,FRA,1981,1181.737178333334,330.29200000000003,255.71699752000004,189.98727789473642,277.1736842105258,0,0,3.92671710526314
France,FRA,1982,1094.3962899999997,337.7352,245.77225430000001,185.72331000000003,286.62894736841974,0,0,4.019315789473664
France,FRA,1983,1068.1714680555556,305.63640000000004,261.80249969000005,182.74477578947347,379.63421052631463,0,0,4.101842105263146
France,FRA,1984,1029.9058158333337,292.2619,266.99200340000004,172.86870947368453,503.2473684210506,0,0,4.269210526315767
France,FRA,1985,1012.8424961111114,283.6557,285.79150298,164.35087789473653,589.7368421052603,0,0,4.347763157894724
France,FRA,1986,1033.2645847222223,234.4608,287.41524869000006,165.81801368421014,668.8289473684184,0,0,4.375789473684188
France,FRA,1987,1040.2767616666674,213.41050000000004,290.81600025,187.07251684210425,698.7368421052598,0,0,4.606842105263137
France,FRA,1988,1034.020280277778,208.40960000000004,289.36125007000004,202.94023789473604,725.0552631578918,0,0,4.666447368421038
France,FRA,1989,1061.6738875000008,226.90130000000002,283.14774812,123.26919473684137,799.8184210526282,0,0,4.845921052631563
France,FRA,1990,1077.647713333334,220.8537,302.75349999999963,141.75263157894645,826.5289473684172,0,0.0007145421052631555,5.034210526315775
France,FRA,1991,1141.2319022222223,235.0423,331.66624999999976,151.58421052631533,871.9473684210495,0,0.0012884315789473658,5.531578947368402
France,FRA,1992,1139.5837605555555,207.24660000000003,330.9900000000005,181.46315789473564,890.6447368421018,0.003915789473684191,0.0012884315789473658,5.6157894736841865
France,FRA,1993,1098.7786722222222,169.33280000000002,338.5147499999995,170.77631578947248,968.9157894736811,0.004428947368421037,0.006321526315789448,5.194736842105245
France,FRA,1994,1063.461510555555,166.54160000000002,323.1502499999999,207.35263157894707,947.3184210526277,0.004943421052631561,0.012378947368420951,5.676315789473666
France,FRA,1995,1072.8750599999994,170.4958,343.97825,192.41842105263134,992.7131578947334,0.005368421052631563,0.012405789473684209,6.128947368421032
France,FRA,1996,1096.3549986111107,181.66060000000002,380.14650000000023,173.79999999999924,1045.6315789473642,0.006974473684210495,0.01955315789473682,6.376315789473665
France,FRA,1997,1105.4267772222217,159.0984,364.4692500000006,167.79999999999913,1040.7447368421008,0.008965263157894707,0.02928526315789468,7.039473684210502
France,FRA,1998,1144.9098222222221,189.2201,388.5947499999995,163.4026315789464,1021.0263157894698,0.01075921052631575,0.05130842105263139,6.9815789473683925
France,FRA,1999,1161.091537222222,169.44910000000002,396.2114999999996,190.8263157894729,1037.4842105263117,0.011967105263157822,0.09722218421052592,7.507894736842074
France,FRA,2000,1143.598374166667,164.76129123,415.96349999999995,174.6394736842102,1092.5315789473636,0.013745394736841991,0.1263157894736835,7.85789473684208
France,FRA,2001,1149.2175030555563,144.1878096,436.68399999999986,195.44210526315695,1108.0947368421014,0.016211842105263052,0.34473684210526195,8.773684210526278
France,FRA,2002,1117.859845555556,148.60989613,435.9427500000004,158.9394736842103,1149.3684210526267,0.018693289473684125,0.6973684210526283,9.307894736842071
France,FRA,2003,1119.3787722222223,157.97934977,457.26825000000065,155.11315789473593,1160.710526315785,0.02044026315789471,1.0210526315789432,9.781578947368383
France,FRA,2004,1129.710749,150.38844877000002,466.9252500000004,156.72368421052556,1179.5815789473666,0.022231536842105232,1.5657894736842095,9.95263157894733
France,FRA,2005,1117.5811280555556,156.18452676,477.1257499999997,135.47368421052605,1188.234210526314,0.02763357894736835,2.531578947368409,10.189473684210485
France,FRA,2006,1116.2863157222218,144.31758877000001,460.8055000000004,148.16578947368367,1184.7131578947276,0.03133171052631571,5.742105263157873,10.107894736842061
France,FRA,2007,1098.6468366666675,149.40895854000001,447.60925000000054,151.58947368420976,1157.184210526311,0.0473684210526314,10.71052631578943,11.094736842105217
France,FRA,2008,1090.5526731111113,140.40899000000002,463.8644999999997,167.51052631578884,1156.439473684206,0.11052631578947326,14.984210526315783,11.67368421052627
France,FRA,2009,1050.3898641666665,125.02830337,447.31075000000044,149.98421052631576,1078.2526315789432,0.4578947368421039,20.821052631578915,12.04736842105258
