Entity,Code,Year,Oil (terrawatt-hours),Coal (terrawatt-hours),Gas (terrawatt-hours),Hydropower (terrawatt-hours),Nuclear (terrawatt-hours),Solar (terrawatt-hours),Wind (terrawatt-hours),Other renewables (terawatt-hours)
Africa,,1965,328.24966169636406,335.5804016966467,9.543754299999998,37.575804144034095,0,0,0,0
Africa,,1966,359.1431520882982,331.3610134025187,10.669916200000001,41.18170773029205,0,0,0,0
Africa,,1967,356.3664846635747,341.0004713171893,10.545669599999995,42.521928839747325,0,0,0,0
Africa,,1968,376.00920785414047,355.39385738042006,10.688969799999997,49.00784938114202,0,0,0,0
Africa,,1969,381.178997016235,357.4942115423544,12.491999800000002,56.7970968968868,0,0,0,0
Africa,,1970,421.12586471526583,367.9580227497192,15.520324999999993,71.25338688303144,0,0,0,0
Africa,,1971,475.80861810955,388.71730871107985,18.405263697889374,67.99106658972089,0,0,0,0.43157894736841984
Africa,,1972,515.5045853570507,392.43156322760404,24.67065692587239,78.51810109309451,0,0,0,0.4342105263157872
Africa,,1973,554.2804953779702,414.9010833653067,39.55179143159969,78.43089987245507,0,0,0,0.44736842105262986
Africa,,1974,572.9962674644173,432.131849537268,44.51848738148124,92.3399618140972,0,0,0,0.46052631578947134
Africa,,1975,599.1527541132721,459.06731026439587,53.63837747109728,97.05012729252083,0,0,0,0.45263157894736694
Africa,,1976,665.1477952011459,481.93690601752826,60.98138995077562,107.52941905214716,0,0,0,0.48684210526315663
Africa,,1977,703.8888532817056,492.9118584002083,68.23419091214265,118.64039769087029,0,0,0,0.4973684210526295
Africa,,1978,740.6069587630222,477.9242128574671,97.36989781133853,121.27652458046062,0,0,0,0.5131578947368396
Africa,,1979,789.4757912935369,504.54755970669015,148.84281595461505,124.4215967996839,0,0,0,0.5289473684210507
Africa,,1980,835.9901190677015,543.879962727227,186.91397720022422,121.13202777861947,0,0,0,0.5447368421052606
Africa,,1981,889.8208355322835,636.1899733330638,228.4911559965506,127.30906963650142,0,0,0,0.5736842105263134
Africa,,1982,932.5234542683088,702.5608991413457,246.73354872461542,127.98082824939999,0,0,0,0.6210526315789445
Africa,,1983,964.1988264067951,710.0347805310636,271.27534699518367,119.76030174176411,0,0,0,0.6052631578947345
Africa,,1984,984.7352951249421,762.6058883890864,259.9027804325433,118.75252715638013,10.32894736842101,0,0,0.6157894736842087
Africa,,1985,1006.9752003848886,787.1658893870642,278.84274705172044,130.12302803146946,13.9868421052631,0,0,0.7078947368421025
Africa,,1986,991.2093684674925,805.3560964009224,313.2712026004659,134.58417552989124,23.165789473684114,0,0,1.7342105263157768
Africa,,1987,1041.398575051362,828.319732288599,323.3843571479668,129.10095975901157,16.228947368420958,0,0,1.7315789473684187
Africa,,1988,1090.0482687018132,890.1608047806747,358.44454061260535,141.03965725563074,27.61315789473668,0,0,1.6473684210526236
Africa,,1989,1130.2878997764446,835.6208618412426,371.47104110180146,148.0988683345442,29.207894736842036,0,0,1.623684210526308
